form	lemma	POS	register
นิรันดร	นิรันดร	adjective	formal
นุ่มนวล	นุ่มนวล	adjective	formal
เน่าเหม็น	เน่าเหม็น	adjective	formal
แน่นอน	แน่นอน	adjective	formal
บรรเจิด	บรรเจิด	adjective	formal
บริสุทธิ์ใจ	บริสุทธิ์ใจ	adjective	formal
บาดตา	บาดตา	adjective	formal
บึกบึน	บึกบึน	adjective	formal
เบี้ยน้อยหอยน้อย	เบี้ยน้อยหอยน้อย	adjective	formal
เบื้องล่าง	เบื้องล่าง	adjective	formal
เบื่อหน่าย	เบื่อหน่าย	adjective	formal
แบบบาง	แบบบาง	adjective	formal
ประกอบ	ประกอบ	adjective	formal
ปรีดา	ปรีดา	adjective	formal
ปลอด	ปลอด	adjective	formal
ปัญญาอ่อน	ปัญญาอ่อน	adjective	formal
ปากพล่อย	ปากพล่อย	adjective	formal
เป็นปกติ	เป็นปกติ	adjective	formal
เป็นประโยชน์	เป็นประโยชน์	adjective	formal
เปิ่น	เปิ่น	adjective	informal
เปี่ยมล้น	เปี่ยมล้น	adjective	formal
แปลกหน้า	แปลกหน้า	adjective	formal
ผอมเกร็ง	ผอมเกร็ง	adjective	formal
ผอมแห้งแรงน้อย	ผอมแห้งแรงน้อย	adjective	formal
เผา	เผา	adjective	formal
แผ่วๆ	แผ่วๆ	adjective	formal
ใฝ่สูง	ใฝ่สูง	adjective	formal
พอง	พอง	adjective	formal
พ้อง	พ้อง	adjective	formal
พอดี	พอดี	adjective	formal
พอเพียง	พอเพียง	adjective	formal
พันธุ์แท้	พันธุ์แท้	adjective	formal
พิศวง	พิศวง	adjective	formal
เพา	เพา	adjective	formal
ภัทร	ภัทร	adjective	formal
ภีม	ภีม	adjective	formal
ภูมิฐาน	ภูมิฐาน	adjective	formal
มงคล	มงคล	adjective	formal
มธุรส	มธุรส	adjective	formal
มโนรม	มโนรม	adjective	formal
มรณะ	มรณะ	adjective	formal
ม่วน	ม่วน	adjective	formal
มหา	มหา	adjective	formal
มหาราช	มหาราช	adjective	formal
มัวหมอง	มัวหมอง	adjective	formal
มากเกินไป	มากเกินไป	adjective	formal
มีระเบียบ	มีระเบียบ	adjective	formal
มีอันตราย	มีอันตราย	adjective	formal
มือแม่น	มือแม่น	adjective	formal
มือสมัครเล่น	มือสมัครเล่น	adjective	formal
โมโห	โมโห	adjective	formal
ไม่เกี่ยวข้อง	ไม่เกี่ยวข้อง	adjective	formal
ไม้ใกล้ฝั่ง	ไม้ใกล้ฝั่ง	adjective	formal
ไม่ได้ผล	ไม่ได้ผล	adjective	formal
ไม่ถูกต้อง	ไม่ถูกต้อง	adjective	formal
ไม่เพียงพอ	ไม่เพียงพอ	adjective	formal
ไม่มีงานทำ	ไม่มีงานทำ	adjective	formal
ไม่มีชื่อ	ไม่มีชื่อ	adjective	formal
ไม่สม่ำเสมอ	ไม่สม่ำเสมอ	adjective	formal
ไม่อยู่	ไม่อยู่	adjective	formal
ยอดนิยม	ยอดนิยม	adjective	formal
ย่อมเยา	ย่อมเยา	adjective	formal
ยิ่ง	ยิ่ง	adjective	formal
ยืดหยุ่น	ยืดหยุ่น	adjective	formal
ยูไนเต็ด	ยูไนเต็ด	adjective	formal
รกสมอง	รกสมอง	adjective	formal
ร้อนใจ	ร้อนใจ	adjective	formal
ระทึกขวัญ	ระทึกขวัญ	adjective	formal
ระยะยาว	ระยะยาว	adjective	formal
รับไม่ได้	รับไม่ได้	adjective	formal
ร้าวราน	ร้าวราน	adjective	formal
รุงรัง	รุงรัง	adjective	formal
รุ่ม	รุ่ม	adjective	informal
เรรวน	เรรวน	adjective	formal
แรงสูง	แรงสูง	adjective	formal
ลงพุง	ลงพุง	adjective	formal
ละอาย	ละอาย	adjective	formal
ละเอียด	ละเอียด	adjective	formal
ลักษณะด้อย	ลักษณะด้อย	adjective	formal
ลาด	ลาด	adjective	formal
ล้าสมัย	ล้าสมัย	adjective	formal
ลำดับที่สอง  	ลำดับที่สอง  	adjective	formal
ลำลอง	ลำลอง	adjective	formal
ล่ำสัน	ล่ำสัน	adjective	formal
ลึกล้ำ	ลึกล้ำ	adjective	formal
เล็กๆน้อยๆ	เล็กๆน้อยๆ	adjective	formal
เลือนลาง	เลือนลาง	adjective	formal
โลดโผน	โลดโผน	adjective	formal
วาม	วาม	adjective	formal
วิโรจน์	วิโรจน์	adjective	formal
ศุภางค์	ศุภางค์	adjective	formal
โศภิต	โศภิต	adjective	formal
สถุล	สถุล	adjective	formal
สบายใจ	สบายใจ	adjective	formal
สมองทึบ	สมองทึบ	adjective	formal
สยองขวัญ	สยองขวัญ	adjective	formal
ส่วนเกิน	ส่วนเกิน	adjective	formal
ส่วนหน้า	ส่วนหน้า	adjective	formal
สองแง่สองง่าม	สองแง่สองง่าม	adjective	formal
สองหน้า	สองหน้า	adjective	formal
สะดวก	สะดวก	adjective	formal
สะทกสะท้าน	สะทกสะท้าน	adjective	formal
สะเพร่า	สะเพร่า	adjective	formal
สังวร	สังวร	adjective	formal
สัพเพเหระ	สัพเพเหระ	adjective	informal
สำคัญยิ่ง	สำคัญยิ่ง	adjective	formal
สำเร็จรูป	สำเร็จรูป	adjective	formal
สีน้ำตาลแดง	สีน้ำตาลแดง	adjective	formal
สี่ประการ	สี่ประการ	adjective	formal
สุนัขจนตรอก	สุนัขจนตรอก	adjective	informal
สุภาพ	สุภาพ	adjective	formal
เส็งเคร็ง	เส็งเคร็ง	adjective	formal
หญิง	หญิง	adjective	formal
หนวกหู	หนวกหู	adjective	formal
หนักใจ	หนักใจ	adjective	formal
หนาทึบ	หนาทึบ	adjective	formal
หน้าใหญ่	หน้าใหญ่	adjective	informal
หมดหวัง	หมดหวัง	adjective	formal
หม่นหมอง	หม่นหมอง	adjective	formal
หมอง	หมอง	adjective	formal
หยิบโหย่ง	หยิบโหย่ง	adjective	formal
หร่อย	หร่อย	adjective	informal
หลาก	หลาก	adjective	formal
หลายอย่าง	หลายอย่าง	adjective	formal
หอมหวน	หอมหวน	adjective	formal
หัวเก่า	หัวเก่า	adjective	informal
หัวอ่อน	หัวอ่อน	adjective	formal
หืน	หืน	adjective	formal
หูฉี่	หูฉี่	adjective	informal
หูฝาด	หูฝาด	adjective	informal
เหนื่อยใจ	เหนื่อยใจ	adjective	formal
เหม็นบูด	เหม็นบูด	adjective	formal
เหมือนกันราวกับแกะ	เหมือนกันราวกับแกะ	adjective	informal
แหว่ง	แหว่ง	adjective	formal
โหด	โหด	adjective	formal
โหรงเหรง	โหรงเหรง	adjective	formal
ใหม่ๆ	ใหม่ๆ	adjective	formal
อเนกประสงค์	อเนกประสงค์	adjective	formal
อบอ้าว	อบอ้าว	adjective	formal
อบอุ่น	อบอุ่น	adjective	formal
อมตะ	อมตะ	adjective	formal
อวดเก่ง	อวดเก่ง	adjective	formal
อ้วน	อ้วน	adjective	formal
อวบ	อวบ	adjective	formal
อวบอ้วน	อวบอ้วน	adjective	formal
อสุจิ	อสุจิ	adjective	formal
อ่อนเพลีย	อ่อนเพลีย	adjective	formal
อับปาง	อับปาง	adjective	formal
อาชาไนย	อาชาไนย	adjective	formal
อารมณ์ดี	อารมณ์ดี	adjective	formal
อิ่มหมีพีมัน	อิ่มหมีพีมัน	adjective	formal
อิ่มเอม	อิ่มเอม	adjective	formal
อึดอัดใจ	อึดอัดใจ	adjective	formal
อื้ออึง	อื้ออึง	adjective	formal
อู้ฟู่	อู้ฟู่	adjective	informal
เอ้	เอ้	adjective	formal
เอมอร	เอมอร	adjective	formal
โอฬาร	โอฬาร	adjective	formal
โอฬาริก	โอฬาริก	adjective	formal
กระจ้อยร่อย	กระจ้อยร่อย	adjective	formal
